dimDiagnosisCodePK,DiagnosisCode,DiagnosisCodeDescription,DiagnosisCodeGroup
57373485,D500,Iron deficiency anaemia,Nutritional anaemias
68365815,D500,Iron deficiency anaemia,Nutritional anaemias
107163281,D498,Iron deficiency anaemia,Nutritional anaemias
107171865,D498,Iron deficiency anaemia,Nutritional anaemias
103256497,D496,Iron deficiency anaemia,Nutritional anaemias
71435243,D491,Iron deficiency anaemia,Nutritional anaemias
107179388,D490,Iron deficiency anaemia,Nutritional anaemias
85091072,D485,"Neoplasm of uncertain or unknown behaviour, skin",Neoplasms of uncertain or unknown behaviour
107184069,D473,Essential (haemorrhagic) thrombocythaemia,Neoplasms of uncertain or unknown behaviour
107303218,D473,Essential (haemorrhagic) thrombocythaemia,Neoplasms of uncertain or unknown behaviour
93441551,D472,Monoclonal gammopathy of undetermined significance (MGUS),Neoplasms of uncertain or unknown behaviour
87005443,D440,"Neoplasm of uncertain or unknown behaviour, thyroid gland",Neoplasms of uncertain or unknown behaviour
105639756,D420,"Neoplasm of uncertain or unknown behaviour, cerebral meninges",Neoplasms of uncertain or unknown behaviour
63813564,D3A0,"Neoplasm of uncertain or unknown behaviour, cerebral meninges",Neoplasms of uncertain or unknown behaviour
90995549,D391,"Neoplasm of uncertain or unknown behaviour, ovary",Neoplasms of uncertain or unknown behaviour
107203716,D376,"Neoplasm of uncertain or unknown behaviour, liver, gallbladder and bile ducts",Neoplasms of uncertain or unknown behaviour
103223938,D352,Benign neoplasm of other and unspecified endocrine glands,Benign neoplasms
103267914,D352,Benign neoplasm of other and unspecified endocrine glands,Benign neoplasms
103756019,D352,Benign neoplasm of other and unspecified endocrine glands,Benign neoplasms
103235676,D333,Benign neoplasm of brain and other parts of central nervous system,Benign neoplasms
103223718,D329,Benign neoplasm of meninges,Benign neoplasms
103860973,D329,Benign neoplasm of meninges,Benign neoplasms
107164045,D321,Benign neoplasm of meninges,Benign neoplasms
103300137,D320,Benign neoplasm of meninges,Benign neoplasms
103445955,D320,Benign neoplasm of meninges,Benign neoplasms
80553598,D271,Benign neoplasm of ovary,Benign neoplasms
68183538,D259,Leiomyoma of uterus,Benign neoplasms
107149876,D251,Leiomyoma of uterus,Benign neoplasms
107445199,D251,Leiomyoma of uterus,Benign neoplasms
69762991,D251,Leiomyoma of uterus,Benign neoplasms
73022843,D251,Leiomyoma of uterus,Benign neoplasms
55474581,D242,Benign neoplasm of breast,Benign neoplasms
53531319,D241,Benign neoplasm of breast,Benign neoplasms
96134534,D241,Benign neoplasm of breast,Benign neoplasms
107669948,D239,Other benign neoplasms of skin,Benign neoplasms
107158071,D229,Melanocytic naevi,Benign neoplasms
107324933,D219,Other benign neoplasms of connective and other soft tissue,Benign neoplasms
61813487,D219,Other benign neoplasms of connective and other soft tissue,Benign neoplasms
78426172,D212,Other benign neoplasms of connective and other soft tissue,Benign neoplasms
81720121,D180,"Haemangioma and lymphangioma, any site",Benign neoplasms
96777765,D180,"Haemangioma and lymphangioma, any site",Benign neoplasms
107449273,D172,Benign lipomatous neoplasm,Benign neoplasms
97384963,D171,Benign lipomatous neoplasm,Benign neoplasms
80702484,D162,Benign neoplasm of bone and articular cartilage,Benign neoplasms
72643339,D126,"Benign neoplasm of colon, rectum, anus and anal canal",Benign neoplasms
84032885,D126,"Benign neoplasm of colon, rectum, anus and anal canal",Benign neoplasms
107283612,D124,"Benign neoplasm of colon, rectum, anus and anal canal",Benign neoplasms
81542917,D124,"Benign neoplasm of colon, rectum, anus and anal canal",Benign neoplasms
90265345,D124,"Benign neoplasm of colon, rectum, anus and anal canal",Benign neoplasms
54486149,D123,"Benign neoplasm of colon, rectum, anus and anal canal",Benign neoplasms
74111724,D123,"Benign neoplasm of colon, rectum, anus and anal canal",Benign neoplasms
107286671,D122,"Benign neoplasm of colon, rectum, anus and anal canal",Benign neoplasms
70882808,D122,"Benign neoplasm of colon, rectum, anus and anal canal",Benign neoplasms
71303259,D122,"Benign neoplasm of colon, rectum, anus and anal canal",Benign neoplasms
86955714,D122,"Benign neoplasm of colon, rectum, anus and anal canal",Benign neoplasms
66094483,D120,"Benign neoplasm of colon, rectum, anus and anal canal",Benign neoplasms
75853025,D120,"Benign neoplasm of colon, rectum, anus and anal canal",Benign neoplasms
89452786,D120,"Benign neoplasm of colon, rectum, anus and anal canal",Benign neoplasms
55506294,D071,"Carcinoma in situ, vulva",In situ neoplasms
107184809,D051,Intraductal carcinoma in situ of breast,In situ neoplasms
107275239,D051,Intraductal carcinoma in situ of breast,In situ neoplasms
82095838,D051,Intraductal carcinoma in situ of breast,In situ neoplasms
107298204,C959,"Leukaemia, unspecified","Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue"
106630733,C950,Acute leukaemia of unspecified cell type,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue"
107180631,C931,Chronic myelomonocytic leukaemia,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue"
103263752,C921,"Chronic myeloid leukaemia [CML], BCR/ABL-positive","Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue"
107226336,C921,"Chronic myeloid leukaemia [CML], BCR/ABL-positive","Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue"
71480003,C919,"Lymphoid leukaemia, unspecified","Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue"
106783253,C911,Chronic lymphocytic leukaemia of B-cell type,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue"
107173959,C911,Chronic lymphocytic leukaemia of B-cell type,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue"
86056781,C911,Chronic lymphocytic leukaemia of B-cell type,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue"
103236394,C910,Acute lymphoblastic leukaemia [ALL],"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue"
103271559,C900,Multiple myeloma,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue"
107354765,C900,Multiple myeloma,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue"
110951679,C900,Multiple myeloma,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue"
65251207,C851,"B-cell lymphoma, unspecified","Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue"
67967362,C851,"B-cell lymphoma, unspecified","Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue"
56624629,C837,Burkitt lymphoma,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue"
106973124,C831,Mantle cell lymphoma,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue"
86053866,C830,Small cell B-cell lymphoma,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue"
81276114,C821,Follicular lymphoma grade II,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue"
107159214,C819,"Hodgkin lymphoma, unspecified","Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue"
101520295,C812,Mixed cellularity (classical) Hodgkin lymphoma,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue"
67050583,C811,Nodular sclerosis (classical) Hodgkin lymphoma,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue"
81160826,C811,Nodular sclerosis (classical) Hodgkin lymphoma,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue"
83080991,C811,Nodular sclerosis (classical) Hodgkin lymphoma,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue"
72191418,C810,Nodular lymphocyte predominant Hodgkin lymphoma,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue"
103259424,C801,Malignant neoplasm without specification of site,"Malignant neoplasms of ill-defined, secondary and unspecified sites"
108132873,C7A8,Malignant neoplasm without specification of site,"Malignant neoplasms of ill-defined, secondary and unspecified sites"
103232654,C799,"Secondary malignant neoplasm, unspecified site","Malignant neoplasms of ill-defined, secondary and unspecified sites"
104545286,C795,Secondary malignant neoplasm of bone and bone marrow,"Malignant neoplasms of ill-defined, secondary and unspecified sites"
107138878,C795,Secondary malignant neoplasm of bone and bone marrow,"Malignant neoplasms of ill-defined, secondary and unspecified sites"
107265663,C795,Secondary malignant neoplasm of bone and bone marrow,"Malignant neoplasms of ill-defined, secondary and unspecified sites"
107276732,C795,Secondary malignant neoplasm of bone and bone marrow,"Malignant neoplasms of ill-defined, secondary and unspecified sites"
107406156,C795,Secondary malignant neoplasm of bone and bone marrow,"Malignant neoplasms of ill-defined, secondary and unspecified sites"
103242602,C793,Secondary malignant neoplasm of brain and cerebral meninges,"Malignant neoplasms of ill-defined, secondary and unspecified sites"
103251728,C793,Secondary malignant neoplasm of brain and cerebral meninges,"Malignant neoplasms of ill-defined, secondary and unspecified sites"
103363356,C793,Secondary malignant neoplasm of brain and cerebral meninges,"Malignant neoplasms of ill-defined, secondary and unspecified sites"
104348054,C793,Secondary malignant neoplasm of brain and cerebral meninges,"Malignant neoplasms of ill-defined, secondary and unspecified sites"
107608807,C793,Secondary malignant neoplasm of brain and cerebral meninges,"Malignant neoplasms of ill-defined, secondary and unspecified sites"
107189976,C785,Secondary malignant neoplasm of large intestine and rectum,"Malignant neoplasms of ill-defined, secondary and unspecified sites"
103975368,C780,Secondary malignant neoplasm of lung,"Malignant neoplasms of ill-defined, secondary and unspecified sites"
103203124,C770,"Secondary and unspecified malignant neoplasm, lymph nodes of head, face and neck","Malignant neoplasms of ill-defined, secondary and unspecified sites"
103239241,C770,"Secondary and unspecified malignant neoplasm, lymph nodes of head, face and neck","Malignant neoplasms of ill-defined, secondary and unspecified sites"
103317268,C760,"Malignant neoplasm, head, face and neck","Malignant neoplasms of ill-defined, secondary and unspecified sites"
103291779,C73,Malignant neoplasm of thyroid gland,"Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Thyroid and other endocrine glands"
103455233,C73,Malignant neoplasm of thyroid gland,"Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Thyroid and other endocrine glands"
107193649,C719,"Malignant neoplasm, brain, unspecified","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Eye, brain and other parts of central nervous system"
83783421,C711,"Malignant neoplasm, frontal lobe","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Eye, brain and other parts of central nervous system"
110950562,C678,"Malignant neoplasm, overlapping lesion of bladder","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Urinary tract"
103266606,C649,"Malignant neoplasm of kidney, except renal pelvis","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Urinary tract"
107284142,C649,"Malignant neoplasm of kidney, except renal pelvis","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Urinary tract"
103187794,C642,"Malignant neoplasm of kidney, except renal pelvis","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Urinary tract"
103187505,C61,Malignant neoplasm of prostate,"Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Male genital organs"
103193235,C61,Malignant neoplasm of prostate,"Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Male genital organs"
103231578,C61,Malignant neoplasm of prostate,"Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Male genital organs"
103283986,C61,Malignant neoplasm of prostate,"Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Male genital organs"
103327339,C61,Malignant neoplasm of prostate,"Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Male genital organs"
103346182,C61,Malignant neoplasm of prostate,"Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Male genital organs"
103351505,C61,Malignant neoplasm of prostate,"Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Male genital organs"
103635039,C61,Malignant neoplasm of prostate,"Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Male genital organs"
105115719,C61,Malignant neoplasm of prostate,"Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Male genital organs"
107163402,C61,Malignant neoplasm of prostate,"Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Male genital organs"
107166644,C61,Malignant neoplasm of prostate,"Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Male genital organs"
107278014,C61,Malignant neoplasm of prostate,"Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Male genital organs"
107516089,C61,Malignant neoplasm of prostate,"Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Male genital organs"
110961888,C61,Malignant neoplasm of prostate,"Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Male genital organs"
65495961,C569,Malignant neoplasm of ovary,"Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Female genital organs"
74738576,C569,Malignant neoplasm of ovary,"Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Female genital organs"
110389285,C561,Malignant neoplasm of ovary,"Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Female genital organs"
67629867,C561,Malignant neoplasm of ovary,"Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Female genital organs"
103202198,C541,"Malignant neoplasm, endometrium","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Female genital organs"
103206253,C541,"Malignant neoplasm, endometrium","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Female genital organs"
103215027,C541,"Malignant neoplasm, endometrium","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Female genital organs"
103236473,C541,"Malignant neoplasm, endometrium","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Female genital organs"
103269018,C541,"Malignant neoplasm, endometrium","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Female genital organs"
103290463,C541,"Malignant neoplasm, endometrium","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Female genital organs"
103301935,C541,"Malignant neoplasm, endometrium","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Female genital organs"
107184456,C541,"Malignant neoplasm, endometrium","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Female genital organs"
107470544,C541,"Malignant neoplasm, endometrium","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Female genital organs"
107473005,C541,"Malignant neoplasm, endometrium","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Female genital organs"
107204327,C539,"Malignant neoplasm, cervix uteri, unspecified","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Female genital organs"
103892393,C538,"Malignant neoplasm, overlapping lesion of cervix uteri","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Female genital organs"
103351843,C519,"Malignant neoplasm, vulva, unspecified","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Female genital organs"
103318654,C511,"Malignant neoplasm, labium minus","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Female genital organs"
104293719,C510,"Malignant neoplasm, labium majus","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Female genital organs"
103193677,C509,"Malignant neoplasm, breast, unspecified","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Breast"
103257782,C509,"Malignant neoplasm, breast, unspecified","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Breast"
103264034,C509,"Malignant neoplasm, breast, unspecified","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Breast"
103291919,C509,"Malignant neoplasm, breast, unspecified","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Breast"
103322426,C509,"Malignant neoplasm, breast, unspecified","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Breast"
107255351,C509,"Malignant neoplasm, breast, unspecified","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Breast"
107450016,C509,"Malignant neoplasm, breast, unspecified","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Breast"
107479277,C509,"Malignant neoplasm, breast, unspecified","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Breast"
107914117,C509,"Malignant neoplasm, breast, unspecified","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Breast"
107980841,C509,"Malignant neoplasm, breast, unspecified","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Breast"
103222369,C508,"Malignant neoplasm, overlapping lesion of breast","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Breast"
103256931,C508,"Malignant neoplasm, overlapping lesion of breast","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Breast"
103317186,C508,"Malignant neoplasm, overlapping lesion of breast","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Breast"
104338429,C508,"Malignant neoplasm, overlapping lesion of breast","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Breast"
107190849,C508,"Malignant neoplasm, overlapping lesion of breast","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Breast"
103227874,C505,"Malignant neoplasm, lower-outer quadrant of breast","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Breast"
103312497,C505,"Malignant neoplasm, lower-outer quadrant of breast","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Breast"
103341701,C505,"Malignant neoplasm, lower-outer quadrant of breast","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Breast"
103234824,C504,"Malignant neoplasm, upper-outer quadrant of breast","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Breast"
103249801,C504,"Malignant neoplasm, upper-outer quadrant of breast","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Breast"
103250293,C504,"Malignant neoplasm, upper-outer quadrant of breast","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Breast"
103298183,C504,"Malignant neoplasm, upper-outer quadrant of breast","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Breast"
103298868,C504,"Malignant neoplasm, upper-outer quadrant of breast","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Breast"
103304004,C504,"Malignant neoplasm, upper-outer quadrant of breast","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Breast"
103326158,C504,"Malignant neoplasm, upper-outer quadrant of breast","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Breast"
103349008,C504,"Malignant neoplasm, upper-outer quadrant of breast","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Breast"
103736151,C504,"Malignant neoplasm, upper-outer quadrant of breast","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Breast"
104073462,C504,"Malignant neoplasm, upper-outer quadrant of breast","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Breast"
106818566,C504,"Malignant neoplasm, upper-outer quadrant of breast","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Breast"
107122517,C504,"Malignant neoplasm, upper-outer quadrant of breast","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Breast"
107141127,C504,"Malignant neoplasm, upper-outer quadrant of breast","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Breast"
107190945,C504,"Malignant neoplasm, upper-outer quadrant of breast","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Breast"
107233232,C504,"Malignant neoplasm, upper-outer quadrant of breast","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Breast"
107296011,C504,"Malignant neoplasm, upper-outer quadrant of breast","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Breast"
108424134,C504,"Malignant neoplasm, upper-outer quadrant of breast","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Breast"
103293182,C503,"Malignant neoplasm, lower-inner quadrant of breast","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Breast"
104199726,C503,"Malignant neoplasm, lower-inner quadrant of breast","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Breast"
107166569,C503,"Malignant neoplasm, lower-inner quadrant of breast","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Breast"
107238374,C503,"Malignant neoplasm, lower-inner quadrant of breast","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Breast"
103228957,C502,"Malignant neoplasm, upper-inner quadrant of breast","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Breast"
103327992,C502,"Malignant neoplasm, upper-inner quadrant of breast","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Breast"
108425484,C502,"Malignant neoplasm, upper-inner quadrant of breast","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Breast"
103201142,C501,"Malignant neoplasm, central portion of breast","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Breast"
107098954,C501,"Malignant neoplasm, central portion of breast","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Breast"
107165439,C501,"Malignant neoplasm, central portion of breast","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Breast"
107195449,C501,"Malignant neoplasm, central portion of breast","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Breast"
107520952,C501,"Malignant neoplasm, central portion of breast","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Breast"
108093827,C501,"Malignant neoplasm, central portion of breast","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Breast"
110938808,C501,"Malignant neoplasm, central portion of breast","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Breast"
107211276,C500,"Malignant neoplasm, nipple and areola","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Breast"
64821114,C49A,Malignant neoplasm of other connective and soft tissue,"Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Mesothelial and soft tissue"
85966615,C49A,Malignant neoplasm of other connective and soft tissue,"Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Mesothelial and soft tissue"
107519429,C499,"Malignant neoplasm, connective and soft tissue, unspecified","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Mesothelial and soft tissue"
90403097,C499,"Malignant neoplasm, connective and soft tissue, unspecified","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Mesothelial and soft tissue"
53637553,C492,"Malignant neoplasm, connective and soft tissue of lower limb, including hip","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Mesothelial and soft tissue"
59348327,C491,"Malignant neoplasm, connective and soft tissue of upper limb, including shoulder","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Mesothelial and soft tissue"
91678344,C491,"Malignant neoplasm, connective and soft tissue of upper limb, including shoulder","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Mesothelial and soft tissue"
67254405,C490,"Malignant neoplasm, connective and soft tissue of head, face and neck","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Mesothelial and soft tissue"
87556109,C443,"Malignant neoplasm, skin of other and unspecified parts of face","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Skin"
107196876,C433,Malignant melanoma of other and unspecified parts of face,"Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Skin"
107208604,C414,"Malignant neoplasm, pelvic bones, sacrum and coccyx","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Bone and articular cartilage"
107517403,C412,"Malignant neoplasm, vertebral column","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Bone and articular cartilage"
89994936,C410,"Malignant neoplasm, bones of skull and face","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Bone and articular cartilage"
72716933,C402,"Malignant neoplasm, long bones of lower limb","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Bone and articular cartilage"
103249724,C349,"Malignant neoplasm, bronchus or lung, unspecified","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Respiratory and intrathoracic organs"
103328691,C349,"Malignant neoplasm, bronchus or lung, unspecified","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Respiratory and intrathoracic organs"
106315496,C349,"Malignant neoplasm, bronchus or lung, unspecified","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Respiratory and intrathoracic organs"
107348879,C349,"Malignant neoplasm, bronchus or lung, unspecified","Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue: Respiratory and intrathoracic organs"
